Tamaliza,tamaliza-sedona-4,https://www.yelp.com/biz/tamaliza-sedona-4,671,4.5,-111.7812231,34.86245252,FALSE,(928) 202-9056,1155 W State Rte 89A,"Sedona, AZ 86336","Mexican, Latin American, Gluten-Free",Sedona,AZ,Arizona
Dame's Chicken & Waffles,dames-chicken-and-waffles-durham,https://www.yelp.com/biz/dames-chicken-and-waffles-durham,1182,4,-78.90337,35.9963,TRUE,,317 W Main St,"Durham, NC 27701","Southern, Comfort Food, Waffles",Durham,NC,Durham-Chapel Hill-Carrboro
Dashi,dashi-durham-2,https://www.yelp.com/biz/dashi-durham-2,434,3.5,-78.89922,35.99709,FALSE,(919) 251-9335,415 E Chapel Hill St,"Durham, NC 27701","Ramen, Tapas/Small Plates, Cocktail Bars",Durham,NC,Durham-Chapel Hill-Carrboro
Guanajuato of Durham,guanajuato-restaurant-of-durham-durham,https://www.yelp.com/biz/guanajuato-restaurant-of-durham-durham,81,4.5,-78.89021281,36.01782803,FALSE,(919) 973-3475,2103 N Roxboro St,"Durham, NC 27704",Mexican,Durham,NC,Durham-Chapel Hill-Carrboro
Guasaca,guasaca-cary-3,https://www.yelp.com/biz/guasaca-cary-3,124,4.5,-78.820789,35.814486,FALSE,(919) 377-8223,9918 Chapel Hill Rd,Ste 103,Venezuelan,Durham,NC,Durham-Chapel Hill-Carrboro
Guasaca,guasaca-durham-3,https://www.yelp.com/biz/guasaca-durham-3,222,4.5,-78.9265,36.00797,FALSE,(919) 294-8939,2200 W Main St,Ste A-100,"Venezuelan, Salad",Durham,NC,Durham-Chapel Hill-Carrboro
Guasaca,guasaca-raleigh,https://www.yelp.com/biz/guasaca-raleigh,917,4.5,-78.697036,35.814575,FALSE,(919) 322-4928,4025 Lake Boone Trl,Ste 107,Venezuelan,Durham,NC,Durham-Chapel Hill-Carrboro
Hong Kong Chinese Restaurant,hong-kong-chinese-restaurant-durham,https://www.yelp.com/biz/hong-kong-chinese-restaurant-durham,179,3.5,-78.92958,36.0335899,FALSE,(919) 479-8339,3003 Guess Rd,"Durham, NC 27705",Dim Sum,Durham,NC,Durham-Chapel Hill-Carrboro
Hong Kong Chinese Restaurant,hong-kong-durham,https://www.yelp.com/biz/hong-kong-durham,33,3.5,-78.9558043,35.9214819,FALSE,(919) 401-1972,4711 Hope Valley Rd,Ste 1K,Chinese,Durham,NC,Durham-Chapel Hill-Carrboro
KoKyu Na'Mean,kokyu-namean-durham-2,https://www.yelp.com/biz/kokyu-namean-durham-2,492,4.5,-78.89493398,35.89881224,FALSE,(919) 699-4667,4823 Meadow Dr,Ste 108,"Barbeque, Sandwiches",Durham,NC,Durham-Chapel Hill-Carrboro
La Superior Carniceria,la-superior-carniceria-durham-2,https://www.yelp.com/biz/la-superior-carniceria-durham-2,125,4.5,-78.89196075,36.03394334,FALSE,(919) 220-9884,3325 N Roxboro St,"Durham, NC 27704",Mexican,Durham,NC,Durham-Chapel Hill-Carrboro
Loaf,loaf-durham-2,https://www.yelp.com/biz/loaf-durham-2,108,4.5,-78.9007399,35.9957517,FALSE,(919) 797-1254,111 W Parrish St,"Durham, NC 27701","Bakeries, Breakfast & Brunch, Desserts",Durham,NC,Durham-Chapel Hill-Carrboro
Luna Rotisserie and Empanadas,luna-rotisserie-and-empanadas-durham,https://www.yelp.com/biz/luna-rotisserie-and-empanadas-durham,338,4.5,-78.90082,35.99552,FALSE,(984) 439-8702,112 W Main St,"Durham, NC 27701","Latin American, Empanadas, Bars",Durham,NC,Durham-Chapel Hill-Carrboro
M Kokko,m-kokko-durham,https://www.yelp.com/biz/m-kokko-durham,247,4.5,-78.9010988,35.9978133,FALSE,(919) 908-9332,311 Holland St,Ste B,"Korean, Asian Fusion",Durham,NC,Durham-Chapel Hill-Carrboro
Monuts,monuts-durham-2,https://www.yelp.com/biz/monuts-durham-2,360,4,-78.92143,36.01391,FALSE,(919) 286-2642,1002 Ninth St,"Durham, NC 27705","Donuts, Bagels, Bakeries",Durham,NC,Durham-Chapel Hill-Carrboro
Mothers & Sons,mothers-and-sons-trattoria-durham,https://www.yelp.com/biz/mothers-and-sons-trattoria-durham,187,4,-78.9046691,35.9968101,FALSE,(919) 294-8247,107 W Chapel Hill St,"Durham, NC 27701",Italian,Durham,NC,Durham-Chapel Hill-Carrboro
Nanas,nanas-durham,https://www.yelp.com/biz/nanas-durham,293,4.5,-78.92509,35.97393,TRUE,(919) 493-8545,2514 University Dr,"Durham, NC 27707",American (New),Durham,NC,Durham-Chapel Hill-Carrboro
Nanataco,nanataco-durham,https://www.yelp.com/biz/nanataco-durham,497,4,-78.92456118,35.97440217,FALSE,(919) 489-8226,2512 University Dr,"Durham, NC 27707",Mexican,Durham,NC,Durham-Chapel Hill-Carrboro
Pie Pushers,pie-pushers-durham-2,https://www.yelp.com/biz/pie-pushers-durham-2,65,4,-78.90151,35.99526,FALSE,(919) 294-8408,117A West Main St,"Durham, NC 27701","Pizza, Chicken Wings",Durham,NC,Durham-Chapel Hill-Carrboro
Pie Pushers,pie-pushers-durham-4,https://www.yelp.com/biz/pie-pushers-durham-4,98,4,-78.90380096,35.99958038,FALSE,(919) 901-0743,,Durham,"Pizza, Food Trucks",Durham,NC,Durham-Chapel Hill-Carrboro
Pizzeria Toro,pizzeria-toro-durham,https://www.yelp.com/biz/pizzeria-toro-durham,620,4.5,-78.90363739,35.99698497,FALSE,(919) 908-6936,105 E Chapel Hill St,"Durham, NC 27701","Pizza, Salad, Soup",Durham,NC,Durham-Chapel Hill-Carrboro
Taqueria La Vaquita,taqueria-la-vaquita-durham,https://www.yelp.com/biz/taqueria-la-vaquita-durham,144,4.5,-78.93646,35.9769099,FALSE,(919) 402-0209,2700 Chapel Hill Rd,"Durham, NC 27707","Mexican, Desserts, Sandwiches",Durham,NC,Durham-Chapel Hill-Carrboro
The Original Q Shack,the-original-q-shack-durham,https://www.yelp.com/biz/the-original-q-shack-durham,522,4,-78.92438173,35.97462249,FALSE,(919) 402-4227,2510 University Dr,"Durham, NC 27707","Barbeque, Burgers, Sandwiches",Durham,NC,Durham-Chapel Hill-Carrboro
Tre Forni,tre-forni-durham,https://www.yelp.com/biz/tre-forni-durham,268,4,-78.960903,35.918091,FALSE,(919) 973-0922,1125 W Nc Hwy 54,Ste 805,"Pizza, Bars, Coffee & Tea",Durham,NC,Durham-Chapel Hill-Carrboro
True Flavors Diner + Catering,true-flavors-diner-durham,https://www.yelp.com/biz/true-flavors-diner-durham,579,4,-78.89719206,35.88972031,FALSE,(919) 316-7978,5410 Hwy 55,"Durham, NC 27713","Diners, Breakfast & Brunch",Durham,NC,Durham-Chapel Hill-Carrboro
Brewery Bhavana,brewery-bhavana-raleigh,https://www.yelp.com/biz/brewery-bhavana-raleigh,559,4.5,-78.636914,35.777406,FALSE,(919) 829-9998,218 S Blount St,"Raleigh, NC 27601",Dim Sum,Raleigh,NC,Durham-Chapel Hill-Carrboro
Cowfish Sushi Burger Bar,the-cowfish-sushi-burger-bar-raleigh,https://www.yelp.com/biz/the-cowfish-sushi-burger-bar-raleigh,1255,4.5,-78.64015245,35.83725879,FALSE,(919) 784-0400,4208 Six Forks Rd,Ste 100,"Sushi Bars, Burgers",Raleigh,NC,Durham-Chapel Hill-Carrboro
Au Grenier,au-vieux-grenier-saint-martin-de-belleville,https://www.yelp.com/biz/au-vieux-grenier-saint-martin-de-belleville,5,2.5,6.540807,45.31358,FALSE,+33 4 79 07 68 58,Centre Commercial des Bruyeres,73440 Saint-Martin-de-Belleville,French,Alpe d'Huez,France,Europe
Chantebise 2100,chantebise-2100-huez,https://www.yelp.com/biz/chantebise-2100-huez,1,3,6.06118,45.09116,FALSE,+33 4 76 80 40 21,Alpe D Huez,38750 Huez,Restaurants,Alpe d'Huez,France,Europe
The Hip Chip,hip-chip-bushmills,https://www.yelp.com/biz/hip-chip-bushmills,10,4.5,-6.52322,55.20538,FALSE,+44 28 2073 1717,82 Main Street,Bushmills BT57 8QD,Fast Food,Bushmills,Northern Ireland,Europe
The Nook,the-nook-bushmills,https://www.yelp.com/biz/the-nook-bushmills,28,4,-6.51616,55.2326,FALSE,+44 28 2073 2993,48 Causeway Road,Bushmills BT57 8SU,Cafes,Bushmills,Northern Ireland,Europe
Diwali Indian Restaurant,diwali-indian-restaurant-dublin,https://www.yelp.com/biz/diwali-indian-restaurant-dublin,75,4,-6.26474,53.3429665,FALSE,+353 1 475 0091,"Unit 1, Castle House",73-83 South Great Georges Street,"Indian, Himalayan/Nepalese, Fast Food",Dublin,Ireland,Europe
Upper Crust,upper-crust-dublin-airport,https://www.yelp.com/biz/upper-crust-dublin-airport,3,2.5,-6.245228983,53.42737318,FALSE,,Terminal 1,Dublin Airport,"Coffee & Tea, Cafes, Patisserie/Cake Shop",Dublin,Ireland,Europe
The Castle Arms,castle-arms-edinburgh,https://www.yelp.com/biz/castle-arms-edinburgh,43,3.5,-3.194994,55.948425,FALSE,+44 131 225 7432,6 Johnston Terrace,Edinburgh EH1 2PW,Pubs,Edinburgh,Scotland,Europe
Hakataya,hakataya-edinburgh,https://www.yelp.com/biz/hakataya-edinburgh,15,3,-3.203846467,55.9514293,FALSE,+44 131 629 3320,122 Rose Street South Lane,Edinburgh EH2 4BB,"Sushi Bars, Ramen",Edinburgh,Scotland,Europe
The Boathouse,the-boathouse-lochside-restaurant-inverness-shire,https://www.yelp.com/biz/the-boathouse-lochside-restaurant-inverness-shire,16,4,-4.674579,57.146159,FALSE,+44 1320 366682,St Benedict's Abbey,Fort Augustus,"British, Mediterranean, Fish & Chips",Fort Augustus,Scotland,Europe
Cuchullin,cuchullin-portree,https://www.yelp.com/biz/cuchullin-portree,18,4.5,-6.192906126,57.41286565,FALSE,+44 1478 612750,Nicolson House,Wentworth Street,"Seafood, Soup",Isle of Skye,Scotland,Europe
Seumas Bar,seumas-bar-carbost,https://www.yelp.com/biz/seumas-bar-carbost,4,4.5,-6.175706126,57.29026209,FALSE,,Sligachan Hotel,Carbost IV47 8SW,"Bars, Scottish",Isle of Skye,Scotland,Europe
t Galetje,t-galetje-leuven,https://www.yelp.com/biz/t-galetje-leuven,5,4.5,4.70365,50.87769,FALSE,+32 16 29 22 24,Tiensestraat 46,3000 Leuven,Ice Cream & Frozen Yogurt,Leuven,Belgium,Europe
Vaughns Anchor Inn,vaughans-anchor-inn-liscannor,https://www.yelp.com/biz/vaughans-anchor-inn-liscannor,45,4.5,-9.391016549,52.93880058,FALSE,+353 65 708 1548,Main Street,"Liscannor, Co. Clare",Irish,Liscannor,Ireland,Europe
Dishoom,dishoom-kensington-kensington,https://www.yelp.com/biz/dishoom-kensington-kensington,54,4.5,-0.191184893,51.5012974,FALSE,+44 20 7420 9325,4 Derry Street,Kensington W8 5SE,Indian,London,England,Europe
Dishoom,dishoom-london,https://www.yelp.com/biz/dishoom-london,1406,4.5,-0.126957922,51.51244703,FALSE,+44 20 7420 9320,12 Upper Saint Martin's Lane,London WC2H 9FB,Indian,London,England,Europe
Dishoom,dishoom-london-2,https://www.yelp.com/biz/dishoom-london-2,371,4.5,-0.076594191,51.52453101,FALSE,+44 20 7420 9324,7 Boundary Street,London E2 7JE,"Indian, Breakfast & Brunch",London,England,Europe
Dishoom,dishoom-london-3,https://www.yelp.com/biz/dishoom-london-3,300,4.5,-0.125145272,51.5363183,FALSE,+44 20 7420 9321,5 Stable Street,London N1C 4AB,"Indian, Breakfast & Brunch",London,England,Europe
Dishoom,dishoom-london-7,https://www.yelp.com/biz/dishoom-london-7,379,4.5,-0.1397337,51.5129919,FALSE,+44 20 7420 9322,22 Kingly Street,London W1B 5QP,Indian,London,England,Europe
Gelupo,gelupo-london,https://www.yelp.com/biz/gelupo-london,200,4.5,-0.133706003,51.5115509,FALSE,+44 20 7287 5555,7 Archer Street,London W1D 7AU,Ice Cream & Frozen Yogurt,London,England,Europe
Gelupo,gelupo-london-3,https://www.yelp.com/biz/gelupo-london-3,2,5,-0.129054191,51.51345754,FALSE,,84 Charing Cross Road,London W1D 3SQ,Ice Cream & Frozen Yogurt,London,England,Europe
Italian Gardens Cafe,italian-gardens-cafe-london,https://www.yelp.com/biz/italian-gardens-cafe-london,4,4,-0.175203146,51.51157266,FALSE,+44 300 061 2000,61 Bayswater Road,Hyde Park - Marlborough Gate,Cafes,London,England,Europe
Passyunk Avenue,passyunk-avenue-london-2,https://www.yelp.com/biz/passyunk-avenue-london-2,11,4,-0.140456006,51.52204514,FALSE,+44 20 3960 2251,80 Cleveland Street,London W1T 6NE,American (New),London,England,Europe
Scarpetta,scarpetta-london,https://www.yelp.com/biz/scarpetta-london,5,4.5,-0.0876992,51.510994,FALSE,+44 20 7929 6901,110 Cannon Street,London EC4N 6EU,Italian,London,England,Europe
Scarpetta,scarpetta-london-2,https://www.yelp.com/biz/scarpetta-london-2,3,3.5,-0.017045759,51.50418313,FALSE,+44 20 7719 1661,20 Canada Square,Canary Wharf,"Cafes, Italian",London,England,Europe
The Curry Club,the-curry-club-london,https://www.yelp.com/biz/the-curry-club-london,3,3.5,-0.1182135,51.5825972,FALSE,+44 20 8342 9018,127 Tottenham Lane,London N8 9BJ,"Fast Food, Indian, Pakistani",London,England,Europe
La Maison Thai,la-maison-thai-lyon-3,https://www.yelp.com/biz/la-maison-tha%C3%AF-lyon-3,37,4,4.85458,45.76736,FALSE,+33 4 78 24 85 45,85 rue Massena,69006 Lyon,Thai,Lyon,France,Europe
Porthole Restaurant (at Bayview Hotel),bayview-hotel-bushmills,https://www.yelp.com/biz/bayview-hotel-bushmills,8,4.5,-6.54488276,55.21572106,FALSE,+44 28 2073 4100,2 Bayview Road,Portballintrae,Hotels,Portballintrae,Northern Ireland,Europe
Porthole Restaurant (at Bayview Hotel),porthole-bar-portballintrae,https://www.yelp.com/biz/porthole-bar-portballintrae,4,5,-6.54491,55.21562,FALSE,+44 28 2073 4100,2 Bayhead Rd,Portballintrae BT57 8RZ,Bars,Portballintrae,Northern Ireland,Europe
85C Bakery,85-c-bakery-cafe-houston-10,https://www.yelp.com/biz/85-c-bakery-cafe-houston-10,131,3,-95.52224682,29.78583981,FALSE,(346) 319-3950,1027 Blalock Rd,"Houston, TX 77055","Bakeries, Coffee & Tea, Patisserie/Cake Shop",Houston,TX,Houston
85C Bakery,85-c-bakery-cafe-houston-2,https://www.yelp.com/biz/85-c-bakery-cafe-houston-2,436,3.5,-95.55277,29.70522,FALSE,(832) 831-1392,9750 Bellaire Blvd,Ste 168,"Coffee & Tea, Patisserie/Cake Shop, Bakeries",Houston,TX,Houston
Bombay Pizza Co.,bombay-pizza-houston,https://www.yelp.com/biz/bombay-pizza-houston,1023,4,-95.36496,29.75773,FALSE,(713) 654-4444,914 Main St,Ste 105,"Pizza, Indian, Vegetarian",Houston,TX,Houston
Caracol,caracol-houston,https://www.yelp.com/biz/caracol-houston,882,4,-95.46132159,29.74336332,FALSE,(713) 622-9996,2200 Post Oak Blvd,Ste 160,"Seafood, Mexican, Breakfast & Brunch",Houston,TX,Houston
El Taconazo Taco Truck,el-taconazo-houston-5,https://www.yelp.com/biz/el-taconazo-houston-5,151,4.5,-95.36723,29.79624,FALSE,,4003 Fulton St,"Houston, TX 77009","Tacos, Food Trucks",Houston,TX,Houston
H-E-B Montrose Market,h-e-b-houston-44,https://www.yelp.com/biz/h-e-b-houston-44,187,4,-95.5320799,29.78618,FALSE,(713) 647-5900,9710 Katy Fwy,"Houston, TX 77055","Drugstores, Grocery",Houston,TX,Houston
H-E-B Montrose Market,h-e-b-houston-46,https://www.yelp.com/biz/h-e-b-houston-46,224,4,-95.4277387,29.7262356,FALSE,(713) 218-1800,5225 Buffalo Speedway,"Houston, TX 77005",Grocery,Houston,TX,Houston
H-E-B Montrose Market,h-e-b-houston-58,https://www.yelp.com/biz/h-e-b-houston-58,126,4,-95.48492832,29.74941432,FALSE,(713) 278-8450,5895 San Felipe St,"Houston, TX 77057",Grocery,Houston,TX,Houston
H-E-B Montrose Market,h-e-b-houston-72,https://www.yelp.com/biz/h-e-b-houston-72,240,4,-95.40257779,29.73824275,FALSE,(713) 529-2475,1701 W Alabama St,"Houston, TX 77098",Grocery,Houston,TX,Houston
Jung Deun Jib,jung-deun-jib-korean-restaurant-houston,https://www.yelp.com/biz/jung-deun-jib-korean-restaurant-houston,48,4.5,-95.54112327,29.79370602,FALSE,(713) 973-2033,10011 Long Point Rd,Ste B,"Korean, Soup, Hot Pot",Houston,TX,Houston
Killen's BBQ,killens-bbq-pearland-2,https://www.yelp.com/biz/killens-bbq-pearland-2,1820,4.5,-95.2818553,29.5637387,FALSE,(281) 485-2272,3613 E Broadway,"Pearland, TX 77581",Barbeque,Houston,TX,Houston
Les Givrals Sandwich and Cafe,les-givrals-sandwich-and-cafe-houston-2,https://www.yelp.com/biz/les-givrals-sandwich-and-caf%C3%A9-houston-2,1091,4,-95.3768966,29.745506,FALSE,(713) 529-1736,2704 Milam St,"Houston, TX 77006","Vietnamese, Sandwiches",Houston,TX,Houston
Myung Dong Restaurant,myung-dong-restaurant-houston-2,https://www.yelp.com/biz/myung-dong-restaurant-houston-2,322,4,-95.49546,29.69315,FALSE,(713) 779-5530,6415 Bissonnet St,"Houston, TX 77074",Korean,Houston,TX,Houston
Snooze,snooze-an-a-m-eatery-houston-11,https://www.yelp.com/biz/snooze-an-a-m-eatery-houston-11,307,4,-95.41061,29.80146,FALSE,(346) 237-9150,718 W 18th St,Ste A,"Breakfast & Brunch, Coffee & Tea, American (Traditional)",Houston,TX,Houston
Snooze,snooze-an-a-m-eatery-houston-13,https://www.yelp.com/biz/snooze-an-a-m-eatery-houston-13,80,4,-95.46196592,29.74193474,FALSE,(281) 810-6130,5000 Westheimer Rd,Ste 120,Breakfast & Brunch,Houston,TX,Houston
Snooze,snooze-an-a-m-eatery-houston-5,https://www.yelp.com/biz/snooze-an-a-m-eatery-houston-5,1952,4,-95.39092,29.74395,FALSE,(713) 574-6655,3217 Montrose Blvd,Ste 100,Breakfast & Brunch,Houston,TX,Houston
Snooze,snooze-an-a-m-eatery-houston-6,https://www.yelp.com/biz/snooze-an-a-m-eatery-houston-6,521,4,-95.56201063,29.77409304,FALSE,(713) 470-4586,600 W Sam Houston Pkwy N,Ste 500,Breakfast & Brunch,Houston,TX,Houston
Tacos Tec Lo Mejor De Monterrey,tacos-tec-lo-mejor-de-monterrey-houston,https://www.yelp.com/biz/tacos-tec-lo-mejor-de-monterrey-houston,51,4,-95.26375,29.6727,FALSE,(281) 780-5952,8449 Gulf Fwy,Ste A,Mexican,Houston,TX,Houston
Tacos Tierra Caliente,tacos-tierra-caliente-houston,https://www.yelp.com/biz/tacos-tierra-caliente-houston,712,4.5,-95.40826,29.73829,FALSE,(713) 584-9359,2003 W Alabama St,"Houston, TX 77098","Food Trucks, Tacos",Houston,TX,Houston
Taqueria Del Sol,taqueria-del-sol-de-mexico-4-houston,https://www.yelp.com/biz/taqueria-del-sol-de-mexico-4-houston,3,3.5,-95.49343,29.71205,FALSE,(713) 270-9989,6475 Hillcroft St,"Houston, TX 77081",Mexican,Houston,TX,Houston
Taqueria Del Sol,taqueria-del-sol-houston,https://www.yelp.com/biz/taqueria-del-sol-houston,295,4,-95.27652,29.68577,FALSE,(713) 644-0535,8114 Park Place Blvd,"Houston, TX 77017","Mexican, Breakfast & Brunch",Houston,TX,Houston
Tofu Village,tofu-village-houston,https://www.yelp.com/biz/tofu-village-houston,448,3.5,-95.55275413,29.70272694,FALSE,(713) 777-9889,9889 Bellaire Blvd,"Houston, TX 77036","Korean, Hot Pot, Soup",Houston,TX,Houston
Tracys King Crab Shack,tracys-king-crab-shack-juneau-3,https://www.yelp.com/biz/tracys-king-crab-shack-juneau-3,425,4.5,-134.4019233,58.2971074,FALSE,(907) 723-1811,432 S Franklin St,"Juneau, AK 99801",Seafood,Juneau (AK),AK,Juneau (AK)
Tracys King Crab Shack,tracys-king-crab-shack-juneau-4,https://www.yelp.com/biz/tracys-king-crab-shack-juneau-4,1,5,-134.4135794,58.29831316,FALSE,,300 Whittier St,"Juneau, AK 99801","Bars, Seafood",Juneau (AK),AK,Juneau (AK)
Casa la Dona,casa-la-dona-los-angeles-2,https://www.yelp.com/biz/casa-la-do%C3%B1a-los-angeles-2,527,4.5,-118.2532948,34.04262833,FALSE,(213) 627-7441,800 S Main St,"Los Angeles, CA 90014",Mexican,Los Angeles,CA,LA
Daikokuya,daikokuya-little-tokyo-los-angeles,https://www.yelp.com/biz/daikokuya-little-tokyo-los-angeles,7771,4,-118.2401805,34.05008091,FALSE,(213) 626-1680,327 E 1st St,"Los Angeles, CA 90012","Ramen, Noodles",Los Angeles,CA,LA
Daikokuya,daikokuya-monterey-park-monterey-park-3,https://www.yelp.com/biz/daikokuya-monterey-park-monterey-park-3,1286,3.5,-118.13496,34.06293,FALSE,(626) 570-1930,111 N Atlantic Blvd,Ste 241,Ramen,Los Angeles,CA,LA
Daikokuya,daikokuya-sawtelle-los-angeles,https://www.yelp.com/biz/daikokuya-sawtelle-los-angeles,1267,4,-118.4408416,34.0379018,FALSE,(310) 575-4999,2208 Sawtelle Blvd,"Los Angeles, CA 90064","Ramen, Noodles",Los Angeles,CA,LA
Daikokuya,daikokuya-sunset-west-hollywood-4,https://www.yelp.com/biz/daikokuya-sunset-west-hollywood-4,207,4.5,-118.3853949,34.09077195,FALSE,(424) 335-0557,8873 Sunset Blvd,"West Hollywood, CA 90069","Ramen, Noodles",Los Angeles,CA,LA
Diddy Riese,diddy-riese-cookies-los-angeles-2,https://www.yelp.com/biz/diddy-riese-cookies-los-angeles-2,4956,4.5,-118.4468787,34.06312888,FALSE,(310) 208-0448,926 Broxton Ave,"Los Angeles, CA 90024","Desserts, Bakeries, Ice Cream & Frozen Yogurt",Los Angeles,CA,LA
Dominique Ansel Bakery,dominique-ansel-bakery-los-angeles-2,https://www.yelp.com/biz/dominique-ansel-bakery-los-angeles-2,492,3.5,-118.3574141,34.07214457,FALSE,(323) 601-1167,189 The Grove Dr,Ste G/F,Bakeries,Los Angeles,CA,LA
Eggslut,eggslut-glendale-4,https://www.yelp.com/biz/eggslut-glendale-4,497,3.5,-118.2547951,34.1428539,FALSE,(818) 484-5911,252 S Brand Blvd,Ste D,"American (New), Breakfast & Brunch",Los Angeles,CA,LA
Eggslut,eggslut-los-angeles-10,https://www.yelp.com/biz/eggslut-los-angeles-10,162,3.5,-118.3774918,34.07381349,FALSE,(310) 975-3822,8500 Beverly Blvd,Ste 101,"Breakfast & Brunch, Sandwiches",Los Angeles,CA,LA
Eggslut,eggslut-los-angeles-7,https://www.yelp.com/biz/eggslut-los-angeles-7,5202,4,-118.2486189,34.0505289,FALSE,(213) 625-0292,317 S Broadway,Grand Central Market,Breakfast & Brunch,Los Angeles,CA,LA
Eggslut,eggslut-los-angeles-8,https://www.yelp.com/biz/eggslut-los-angeles-8,560,4,-118.472299,33.9874889,FALSE,(424) 387-8183,1611 Pacific Ave,"Los Angeles, CA 90291",Breakfast & Brunch,Los Angeles,CA,LA
Hangari Bajirak Kalguksoo,hangari-bajirak-kalguksu-los-angeles,https://www.yelp.com/biz/hangari-bajirak-kalguksu-los-angeles,1253,4.5,-118.2975703,34.06286026,FALSE,(213) 388-2326,3470 W 6th St,Ste 9 & 10,"Korean, Soup, Noodles",Los Angeles,CA,LA
House of Meatballs,house-of-meatballs-los-angeles,https://www.yelp.com/biz/house-of-meatballs-los-angeles,365,4,-118.4467784,34.06073725,FALSE,(310) 208-5117,1076 Gayley Ave,"Los Angeles, CA 90024",Italian,Los Angeles,CA,LA
Ikes Place,ikes-love-and-sandwiches-burbank-2,https://www.yelp.com/biz/ikes-love-and-sandwiches-burbank-2,336,4.5,-118.31068,34.18274,FALSE,(818) 562-7223,302 N San Fernando Blvd,"Burbank, CA 91502","Vegan, Sandwiches, Gluten-Free",Los Angeles,CA,LA
